month,day,hour,precipitation_mm,water_input_m3
9,27,11,0.12,27124
9,27,12,0.12,26207
9,27,13,0.07,16083
9,27,14,0.07,15570
9,27,15,0.05,10658
9,27,16,0.04,7962
9,27,17,0.02,4683
9,27,18,0.05,10461
9,27,19,0.16,35600
9,27,20,0.15,33992
9,27,21,0.07,14892
9,27,22,0.05,10863
9,27,23,0.09,20702
9,28,0,0.1,22622
9,28,1,0.03,5704
9,28,2,0.03,6004
9,28,3,0.02,3536
9,28,4,0.01,2267
9,28,5,0.01,1566
9,28,6,0.02,5455
9,28,7,0.04,9999
9,28,8,0.15,33952
9,28,9,0.27,61556
9,28,10,0.18,39603
9,28,11,0.11,23857
9,28,12,0.13,28678
9,28,13,0.1,22479
9,28,14,0.05,11468
9,28,15,0.06,12672
9,28,16,0.04,9635
9,28,17,0.07,14987
9,28,18,0.08,18961
9,28,19,0.12,28088
9,28,20,0.16,35275
9,28,21,0.06,13448
9,28,22,0.06,12837
9,28,23,0.06,12677
9,29,0,0.11,24416
9,29,1,0.05,10822
9,29,2,0.05,10158
9,29,3,0.02,4330
9,29,4,0.01,1338
9,29,5,0.01,1307
9,29,6,0.04,8027
9,29,7,0.08,18827
9,29,8,0.11,24976
9,29,9,0.19,42734
9,29,10,0.18,39964
9,29,11,0.11,25422
9,29,12,0.15,32926
9,29,13,0.09,19977
9,29,14,0.02,5000
9,29,15,0.06,12550
9,29,16,0.03,7041
9,29,17,0.05,11352
9,29,18,0.08,17504
9,29,19,0.16,37074
9,29,20,0.15,34549
9,29,21,0.09,20645
9,29,22,0.05,10587
9,29,23,0.08,19082
9,30,0,0.09,19375
9,30,1,0.04,9248
9,30,2,0.04,8829
9,30,3,0.02,4300
9,30,4,0.01,2671
9,30,5,0.01,1267
9,30,6,0.02,4793
9,30,7,0.08,18588
9,30,8,0.1,23515
9,30,9,0.24,54325
9,30,10,0.15,33581
9,30,11,0.1,22958
9,30,12,0.11,24757
9,30,13,0.03,6389
9,30,14,0.04,8673
9,30,15,0.05,11055
9,30,16,0.03,7871
9,30,17,0.05,10500
9,30,18,0.05,11668
9,30,19,0.11,24542
9,30,20,0.13,29633
9,30,21,0.1,22085
9,30,22,0.05,11522
9,30,23,0.11,24857
10,1,0,0.14,31666
10,1,1,0.06,14053
10,1,2,0.05,10714
10,1,3,0.02,3740
10,1,4,0.01,2803
10,1,5,0.01,1841
10,1,6,0.04,10122
10,1,7,0.14,31120
10,1,8,0.19,42597
10,1,9,0.41,92393
10,1,10,0.24,54824
10,1,11,0.28,63041
10,1,12,0.15,34376
10,1,13,0.15,33897
10,1,14,0.14,31541
10,1,15,0.07,16447
10,1,16,0.05,12151
10,1,17,0.1,22851
10,1,18,0.12,27846
10,1,19,0.14,30868
10,1,20,0.28,61930
10,1,21,0.11,25421
10,1,22,0.08,17968
10,1,23,0.17,37128
10,2,0,0.11,24422
10,2,1,0.06,12928
10,2,2,0.05,12252
10,2,3,0.01,3178
10,2,4,0.01,2673
10,2,5,0.01,1528
10,2,6,0.04,8058
10,2,7,0.06,14152
10,2,8,0.29,64454
10,2,9,0.32,70919
10,2,10,0.35,78219
10,2,11,0.19,43090
10,2,12,0.12,26960
10,2,13,0.14,30742
10,2,14,0.1,21800
10,2,15,0.05,12194
10,2,16,0.07,15755
10,2,17,0.06,14594
10,2,18,0.07,15552
10,2,19,0.27,61389
10,2,20,0.16,35241
10,2,21,0.11,24427
10,2,22,0.04,9655
10,2,23,0.18,41340
10,3,0,0.09,19518
10,3,1,0.08,17535
10,3,2,0.06,14150
10,3,3,0.03,6368
10,3,4,0.01,2837
10,3,5,0.0,828
10,3,6,0.03,6892
10,3,7,0.11,24125
10,3,8,0.16,37017
10,3,9,0.32,72644
10,3,10,0.3,67426
10,3,11,0.25,57176
10,3,12,0.11,23969
10,3,13,0.2,44622
10,3,14,0.12,27464
10,3,15,0.08,17275
10,3,16,0.07,14660
10,3,17,0.12,27502
10,3,18,0.08,18444
10,3,19,0.19,43491
10,3,20,0.07,16348
10,3,21,0.13,30191
10,3,22,0.08,18861
10,3,23,0.13,28522
10,4,0,0.11,24091
10,4,1,0.04,8427
10,4,2,0.06,12597
10,4,3,0.03,7857
10,4,4,0.01,2455
10,4,5,0.01,1599
10,4,6,0.02,5254
10,4,7,0.11,25677
10,4,8,0.18,41554
10,4,9,0.25,55953
10,4,10,0.21,46657
10,4,11,0.18,41551
10,4,12,0.17,37869
10,4,13,0.09,19355
10,4,14,0.09,20755
10,4,15,0.08,17103
10,4,16,0.04,8356
10,4,17,0.11,25045
10,4,18,0.1,22658
10,4,19,0.17,38373
10,4,20,0.14,30463
10,4,21,0.19,41755
10,4,22,0.09,19671
10,4,23,0.1,22060
10,5,0,0.16,36770
10,5,1,0.08,18149
10,5,2,0.05,12263
10,5,3,0.02,5265
10,5,4,0.01,2341
10,5,5,0.01,1562
10,5,6,0.03,7464
10,5,7,0.15,33509
10,5,8,0.14,31462
10,5,9,0.43,95678
10,5,10,0.25,56005
10,5,11,0.22,49532
10,5,12,0.19,41764
10,5,13,0.11,24266
10,5,14,0.12,28022
10,5,15,0.02,5584
10,5,16,0.04,9448
10,5,17,0.06,13290
10,5,18,0.09,19777
10,5,19,0.19,43610
10,5,20,0.2,44214
10,5,21,0.15,33864
10,5,22,0.08,18323
10,5,23,0.11,24010
10,6,0,0.14,31461
10,6,1,0.08,17819
10,6,2,0.06,14218
10,6,3,0.03,6880
10,6,4,0.01,2902
10,6,5,0.0,1117
10,6,6,0.03,7231
10,6,7,0.09,19876
10,6,8,0.19,42454
10,6,9,0.33,73762
10,6,10,0.3,67908
10,6,11,0.2,45497
10,6,12,0.15,34704
10,6,13,0.13,29836
10,6,14,0.09,20071
10,6,15,0.06,13284
10,6,16,0.03,6465
10,6,17,0.06,14279
10,6,18,0.14,32211
10,6,19,0.17,37988
10,6,20,0.17,37928
10,6,21,0.14,32163
10,6,22,0.09,19532
10,6,23,0.09,21030
10,7,0,0.16,35984
10,7,1,0.1,22153
10,7,2,0.04,8267
10,7,3,0.02,4574
10,7,4,0.02,3738
10,7,5,0.01,1387
10,7,6,0.02,3846
10,7,7,0.07,14980
10,7,8,0.19,43213
10,7,9,0.22,49029
10,7,10,0.23,51654
10,7,11,0.21,46460
10,7,12,0.21,47200
10,7,13,0.12,26712
10,7,14,0.13,29222
10,7,15,0.1,23455
10,7,16,0.07,15653
10,7,17,0.08,18513
10,7,18,0.07,14666
10,7,19,0.23,51396
10,7,20,0.23,50895
10,7,21,0.13,28220
10,7,22,0.11,24820
10,7,23,0.16,34996
10,8,0,0.15,32896
10,8,1,0.1,21976
10,8,2,0.06,12482
10,8,3,0.01,2171
10,8,4,0.01,2521
10,8,5,0.01,1871
10,8,6,0.03,6897
10,8,7,0.1,21756
10,8,8,0.15,34048
10,8,9,0.44,99960
10,8,10,0.36,81825
10,8,11,0.16,35903
10,8,12,0.16,35838
10,8,13,0.11,23904
10,8,14,0.12,26586
10,8,15,0.09,19484
10,8,16,0.06,13860
10,8,17,0.08,18716
10,8,18,0.22,49942
10,8,19,0.15,34243
10,8,20,0.1,23080
10,8,21,0.12,25973
10,8,22,0.05,10508
10,8,23,0.08,18057
10,9,0,0.1,21593
10,9,1,0.06,13298
10,9,2,0.04,8772
10,9,3,0.03,6507
10,9,4,0.01,2516
10,9,5,0.01,1376
10,9,6,0.05,10573
10,9,7,0.08,18629
10,9,8,0.19,43038
10,9,9,0.34,75451
10,9,10,0.13,29645
10,9,11,0.08,18608
10,9,12,0.17,37556
10,9,13,0.14,32347
10,9,14,0.16,34935
10,9,15,0.08,17965
10,9,16,0.06,13883
10,9,17,0.07,16438
10,9,18,0.14,30944
10,9,19,0.29,65296
10,9,20,0.08,18913
10,9,21,0.14,31782
10,9,22,0.12,26509
10,9,23,0.14,30835
10,10,0,0.18,40690
10,10,1,0.06,14564
10,10,2,0.05,11429
10,10,3,0.03,5809
10,10,4,0.01,1284
10,10,5,0.0,1020
10,10,6,0.03,6272
10,10,7,0.12,27779
10,10,8,0.25,56135
10,10,9,0.33,74730
10,10,10,0.31,69477
10,10,11,0.2,44195
10,10,12,0.2,44951
10,10,13,0.13,28867
10,10,14,0.1,23376
10,10,15,0.07,16135
10,10,16,0.06,13493
10,10,17,0.07,15463
10,10,18,0.16,35835
10,10,19,0.15,33042
10,10,20,0.13,29247
10,10,21,0.15,33754
10,10,22,0.08,16900
10,10,23,0.11,25535
10,11,0,0.16,35213
10,11,1,0.07,14659
10,11,2,0.05,10945
10,11,3,0.03,7776
10,11,4,0.02,3989
10,11,5,0.01,2006
10,11,6,0.04,8032
10,11,7,0.13,30133
10,11,8,0.16,35153
10,11,9,0.24,53456
10,11,10,0.11,23757
10,11,11,0.29,65360
10,11,12,0.12,27099
10,11,13,0.12,27893
10,11,14,0.08,17799
10,11,15,0.09,20286
10,11,16,0.05,10440
10,11,17,0.05,11645
10,11,18,0.14,31984
10,11,19,0.13,29567
10,11,20,0.14,31883
10,11,21,0.06,13632
10,11,22,0.05,11130
10,11,23,0.13,30089
10,12,0,0.07,14657
10,12,1,0.05,10883
10,12,2,0.05,11515
10,12,3,0.02,4978
10,12,4,0.02,4315
10,12,5,0.01,2100
10,12,6,0.03,6766
10,12,7,0.12,26253
10,12,8,0.24,54719
10,12,9,0.26,58804
10,12,10,0.16,36069
10,12,11,0.2,45945
10,12,12,0.15,33071
10,12,13,0.11,25666
10,12,14,0.11,25591
10,12,15,0.06,14039
10,12,16,0.04,8203
10,12,17,0.08,17754
10,12,18,0.14,31583
10,12,19,0.14,32529
10,12,20,0.22,49682
10,12,21,0.07,16055
10,12,22,0.07,14785
10,12,23,0.12,26946
10,13,0,0.11,24222
10,13,1,0.07,14841
10,13,2,0.08,16911
10,13,3,0.02,4535
10,13,4,0.02,4638
10,13,5,0.01,1598
10,13,6,0.04,8840
10,13,7,0.11,25787
10,13,8,0.33,75235
10,13,9,0.23,51958
10,13,10,0.18,41472
10,13,11,0.17,37389
10,13,12,0.15,34842
10,13,13,0.07,16377
10,13,14,0.1,23172
10,13,15,0.11,24599
10,13,16,0.05,11958
10,13,17,0.07,16018
10,13,18,0.11,24353
10,13,19,0.25,56439
10,13,20,0.14,32000
10,13,21,0.19,42100
10,13,22,0.11,25636
10,13,23,0.14,30653
10,14,0,0.13,28721
10,14,1,0.1,21735
10,14,2,0.07,14675
10,14,3,0.02,4600
10,14,4,0.01,2501
10,14,5,0.0,964
10,14,6,0.04,9525
10,14,7,0.12,26883
10,14,8,0.14,30533
10,14,9,0.27,61262
10,14,10,0.17,38205
10,14,11,0.16,35731
10,14,12,0.17,39326
10,14,13,0.1,23522
10,14,14,0.09,21310
10,14,15,0.05,10251
10,14,16,0.05,12060
10,14,17,0.08,17091
10,14,18,0.1,23555
10,14,19,0.2,43909
10,14,20,0.19,42143
10,14,21,0.1,22936
10,14,22,0.05,10904
10,14,23,0.19,41806
10,15,0,0.11,24244
10,15,1,0.07,16864
10,15,2,0.06,14433
10,15,3,0.05,10843
10,15,4,0.01,1984
10,15,5,0.01,1602
10,15,6,0.03,7113
10,15,7,0.09,19939
10,15,8,0.17,37788
10,15,9,0.22,49675
10,15,10,0.25,57013
10,15,11,0.13,29098
10,15,12,0.19,42746
10,15,13,0.13,29200
10,15,14,0.11,25477
10,15,15,0.07,15268
10,15,16,0.05,10464
10,15,17,0.08,18525
10,15,18,0.09,20422
10,15,19,0.19,41962
10,15,20,0.14,31659
10,15,21,0.1,22391
10,15,22,0.04,8167
10,15,23,0.17,38448
10,16,0,0.11,23860
10,16,1,0.1,22309
10,16,2,0.06,14600
10,16,3,0.02,3909
10,16,4,0.01,2097
10,16,5,0.01,2362
10,16,6,0.06,12424
10,16,7,0.1,22862
10,16,8,0.22,49052
10,16,9,0.26,58227
10,16,10,0.28,63835
10,16,11,0.17,37823
10,16,12,0.08,17003
10,16,13,0.09,19287
10,16,14,0.1,23165
10,16,15,0.06,12395
10,16,16,0.05,11328
10,16,17,0.06,12639
10,16,18,0.1,23170
10,16,19,0.25,55916
10,16,20,0.19,42820
10,16,21,0.13,28734
10,16,22,0.09,21080
10,16,23,0.14,32265
10,17,0,0.17,39221
10,17,1,0.07,15295
10,17,2,0.05,10284
10,17,3,0.02,3887
10,17,4,0.01,2571
10,17,5,0.01,1788
10,17,6,0.05,11450
10,17,7,0.13,28575
10,17,8,0.11,25414
10,17,9,0.39,87849
10,17,10,0.14,31130
10,17,11,0.25,56434
10,17,12,0.14,31387
10,17,13,0.15,33863
10,17,14,0.07,15367
10,17,15,0.1,22342
10,17,16,0.03,7302
10,17,17,0.06,14394
10,17,18,0.1,21617
10,17,19,0.11,25874
10,17,20,0.18,41278
10,17,21,0.19,41810
10,17,22,0.13,28805
10,17,23,0.13,29504
10,18,0,0.16,36845
10,18,1,0.08,18285
10,18,2,0.06,12959
10,18,3,0.02,5268
10,18,4,0.01,3021
10,18,5,0.01,1634
10,18,6,0.03,7392
10,18,7,0.1,22597
10,18,8,0.2,45413
10,18,9,0.37,83412
10,18,10,0.19,42255
10,18,11,0.2,45492
10,18,12,0.23,51087
10,18,13,0.17,37186
10,18,14,0.14,30815
10,18,15,0.08,17388
10,18,16,0.06,12446
10,18,17,0.1,21613
10,18,18,0.18,40039
10,18,19,0.1,23601
10,18,20,0.12,27064
10,18,21,0.17,38233
10,18,22,0.07,16086
10,18,23,0.11,23967
10,19,0,0.09,19773
10,19,1,0.07,14884
10,19,2,0.03,7482
10,19,3,0.04,8772
10,19,4,0.01,2864
10,19,5,0.01,1419
10,19,6,0.04,9912
10,19,7,0.13,28587
10,19,8,0.25,56984
10,19,9,0.39,87684
10,19,10,0.22,48522
10,19,11,0.19,42654
10,19,12,0.18,41210
10,19,13,0.11,25006
10,19,14,0.1,23014
10,19,15,0.08,19005
10,19,16,0.06,13783
10,19,17,0.04,9602
10,19,18,0.15,33951
10,19,19,0.19,43393
10,19,20,0.21,47458
10,19,21,0.15,34399
10,19,22,0.11,24229
10,19,23,0.17,38550
10,20,0,0.17,38501
10,20,1,0.1,23520
10,20,2,0.05,12361
10,20,3,0.03,5807
10,20,4,0.02,3509
10,20,5,0.01,1704
10,20,6,0.04,7974
10,20,7,0.11,25375
10,20,8,0.2,45682
10,20,9,0.24,54371
10,20,10,0.34,76193
10,20,11,0.21,46722
10,20,12,0.23,52268
10,20,13,0.08,17099
10,20,14,0.09,19836
10,20,15,0.08,17423
10,20,16,0.07,14798
10,20,17,0.08,19008
10,20,18,0.14,31040
10,20,19,0.15,33098
10,20,20,0.13,28662
10,20,21,0.14,31126
10,20,22,0.05,11389
10,20,23,0.11,24974
10,21,0,0.14,32411
10,21,1,0.06,13038
10,21,2,0.07,16146
10,21,3,0.03,7523
10,21,4,0.01,1749
10,21,5,0.0,1104
10,21,6,0.02,3703
10,21,7,0.08,18535
10,21,8,0.24,54916
10,21,9,0.28,61976
10,21,10,0.29,64244
10,21,11,0.13,28547
10,21,12,0.18,41460
10,21,13,0.11,24807
10,21,14,0.1,23113
10,21,15,0.08,16881
10,21,16,0.03,7859
10,21,17,0.05,12300
10,21,18,0.16,35773
10,21,19,0.23,50683
10,21,20,0.23,50911
10,21,21,0.14,31142
10,21,22,0.08,17900
10,21,23,0.07,16375
10,22,0,0.12,26857
10,22,1,0.08,17164
10,22,2,0.08,17147
10,22,3,0.03,6750
10,22,4,0.02,3987
10,22,5,0.01,1655
10,22,6,0.03,7105
10,22,7,0.11,23718
10,22,8,0.22,48808
10,22,9,0.24,52899
10,22,10,0.23,52072
10,22,11,0.19,43716
10,22,12,0.22,48439
10,22,13,0.06,13821
10,22,14,0.13,29990
10,22,15,0.06,13235
10,22,16,0.03,7569
10,22,17,0.1,22380
10,22,18,0.15,34074
10,22,19,0.27,60540
10,22,20,0.22,48398
10,22,21,0.19,43637
10,22,22,0.09,19696
10,22,23,0.12,27677
10,23,0,0.14,31273
10,23,1,0.1,22655
10,23,2,0.04,9277
10,23,3,0.02,4822
10,23,4,0.01,2658
10,23,5,0.0,682
10,23,6,0.04,8939
10,23,7,0.05,12178
10,23,8,0.21,46698
10,23,9,0.37,84084
10,23,10,0.23,50740
10,23,11,0.29,65409
10,23,12,0.1,21944
10,23,13,0.17,37382
10,23,14,0.12,26932
10,23,15,0.04,9868
10,23,16,0.09,19330
10,23,17,0.08,17007
10,23,18,0.1,22485
10,23,19,0.13,29874
10,23,20,0.17,38107
10,23,21,0.12,27886
10,23,22,0.08,17726
10,23,23,0.12,26659
10,24,0,0.15,33364
10,24,1,0.07,15608
10,24,2,0.03,5948
10,24,3,0.02,5546
10,24,4,0.01,1176
10,24,5,0.01,1568
10,24,6,0.03,6526
10,24,7,0.11,23984
10,24,8,0.27,61226
10,24,9,0.23,52733
10,24,10,0.32,72892
10,24,11,0.18,41093
10,24,12,0.22,49714
10,24,13,0.12,26174
10,24,14,0.08,18201
10,24,15,0.09,20252
10,24,16,0.05,10266
10,24,17,0.06,13647
10,24,18,0.11,25363
10,24,19,0.2,45572
10,24,20,0.24,53856
10,24,21,0.07,14877
10,24,22,0.08,17382
10,24,23,0.15,33304
10,25,0,0.13,30197
10,25,1,0.1,22942
10,25,2,0.05,11307
10,25,3,0.02,5495
10,25,4,0.01,3307
10,25,5,0.01,1476
10,25,6,0.03,7798
10,25,7,0.12,26017
10,25,8,0.17,38568
10,25,9,0.26,58567
10,25,10,0.22,50004
10,25,11,0.27,61676
10,25,12,0.03,6731
10,25,13,0.14,31653
10,25,14,0.1,23241
10,25,15,0.04,10020
10,25,16,0.06,12414
10,25,17,0.09,19338
10,25,18,0.15,33050
10,25,19,0.07,15533
10,25,20,0.24,54101
10,25,21,0.1,23491
10,25,22,0.09,20249
10,25,23,0.15,34140
10,26,0,0.1,22491
10,26,1,0.09,20136
10,26,2,0.05,10411
10,26,3,0.01,2778
10,26,4,0.02,3721
10,26,5,0.01,1161
10,26,6,0.03,6795
10,26,7,0.09,20721
10,26,8,0.22,49223
10,26,9,0.3,68140
10,26,10,0.29,65501
10,26,11,0.14,30653
10,26,12,0.13,28150
10,26,13,0.12,27969
10,26,14,0.15,33976
10,26,15,0.07,16791
10,26,16,0.07,14647
10,26,17,0.08,17449
10,26,18,0.11,25321
10,26,19,0.19,43244
10,26,20,0.17,38628
10,26,21,0.15,33151
10,26,22,0.1,23221
10,26,23,0.14,31394
10,27,0,0.17,37352
10,27,1,0.06,13114
10,27,2,0.05,10327
10,27,3,0.02,4718
10,27,4,0.01,3107
10,27,5,0.01,1311
10,27,6,0.05,10218
10,27,7,0.08,17680
10,27,8,0.21,46582
10,27,9,0.36,81000
10,27,10,0.12,27863
10,27,11,0.31,70531
10,27,12,0.14,32118
10,27,13,0.06,14222
10,27,14,0.11,23954
10,27,15,0.08,17427
10,27,16,0.05,11286
10,27,17,0.1,21565
10,27,18,0.15,34186
10,27,19,0.22,49518
10,27,20,0.2,44864
10,27,21,0.12,28052
10,27,22,0.11,24954
10,27,23,0.08,18152
10,28,0,0.13,29810
10,28,1,0.08,17563
10,28,2,0.06,13864
10,28,3,0.02,4545
10,28,4,0.01,1625
10,28,5,0.01,1497
10,28,6,0.04,9249
10,28,7,0.14,31624
10,28,8,0.14,31450
10,28,9,0.4,89085
10,28,10,0.41,91703
10,28,11,0.19,41734
10,28,12,0.1,23409
10,28,13,0.11,25873
10,28,14,0.1,23124
10,28,15,0.09,19718
10,28,16,0.04,9818
10,28,17,0.11,24002
10,28,18,0.09,20778
10,28,19,0.12,26048
10,28,20,0.23,51483
10,28,21,0.06,12424
10,28,22,0.07,16400
10,28,23,0.23,51254
10,29,0,0.13,28717
10,29,1,0.06,12440
10,29,2,0.05,11356
10,29,3,0.03,5688
10,29,4,0.01,2996
10,29,5,0.01,1679
10,29,6,0.03,6396
10,29,7,0.15,32765
10,29,8,0.22,48910
10,29,9,0.36,81690
10,29,10,0.22,48561
10,29,11,0.27,60907
10,29,12,0.14,32343
10,29,13,0.14,30803
10,29,14,0.08,17668
10,29,15,0.06,12975
10,29,16,0.06,13504
10,29,17,0.07,15366
10,29,18,0.1,22656
10,29,19,0.17,38676
10,29,20,0.21,47372
10,29,21,0.11,24274
10,29,22,0.07,16774
10,29,23,0.13,28912
10,30,0,0.07,14997
10,30,1,0.05,10926
10,30,2,0.06,12490
10,30,3,0.02,4699
10,30,4,0.02,3641
10,30,5,0.01,1788
10,30,6,0.05,10195
10,30,7,0.15,33526
10,30,8,0.2,45129
10,30,9,0.36,80344
10,30,10,0.22,49191
10,30,11,0.33,74341
10,30,12,0.23,51706
10,30,13,0.13,28889
10,30,14,0.11,25270
10,30,15,0.1,23155
10,30,16,0.05,11098
10,30,17,0.06,14445
10,30,18,0.16,35097
10,30,19,0.21,46990
10,30,20,0.19,42170
10,30,21,0.1,22796
10,30,22,0.04,9861
10,30,23,0.14,30504
10,31,0,0.16,35321
10,31,1,0.07,16307
10,31,2,0.07,15659
10,31,3,0.02,4747
10,31,4,0.01,2121
10,31,5,0.01,1416
10,31,6,0.04,8463
10,31,7,0.12,27479
10,31,8,0.17,37157
10,31,9,0.41,92773
10,31,10,0.38,85935
10,31,11,0.2,45635
10,31,12,0.2,45364
10,31,13,0.09,21196
10,31,14,0.13,29237
10,31,15,0.1,21807
10,31,16,0.06,14009
10,31,17,0.08,17215
10,31,18,0.03,7530
10,31,19,0.17,38693
10,31,20,0.15,34015
10,31,21,0.1,21760
10,31,22,0.08,17811
10,31,23,0.11,25787
11,1,0,0.11,24003
11,1,1,0.06,13339
11,1,2,0.04,9931
11,1,3,0.03,7743
11,1,4,0.01,2524
11,1,5,0.01,1317
11,1,6,0.04,8035
11,1,7,0.12,26239
11,1,8,0.24,53896
11,1,9,0.08,17331
11,1,10,0.34,75917
11,1,11,0.29,65750
11,1,12,0.12,26757
11,1,13,0.1,22886
11,1,14,0.1,21466
11,1,15,0.07,14713
11,1,16,0.06,12771
11,1,17,0.04,9313
11,1,18,0.1,21786
11,1,19,0.3,66993
11,1,20,0.14,32507
11,1,21,0.18,39635
11,1,22,0.09,19753
11,1,23,0.07,16560
11,2,0,0.16,35038
11,2,1,0.08,17608
11,2,2,0.05,10717
11,2,3,0.03,6418
11,2,4,0.02,3382
11,2,5,0.01,1779
11,2,6,0.05,11743
11,2,7,0.12,26657
11,2,8,0.14,31740
11,2,9,0.28,63974
11,2,10,0.47,104965
11,2,11,0.25,57140
11,2,12,0.26,57774
11,2,13,0.18,40784
11,2,14,0.11,25651
11,2,15,0.09,19509
11,2,16,0.05,11984
11,2,17,0.05,10260
11,2,18,0.13,30372
11,2,19,0.28,63020
11,2,20,0.16,35985
11,2,21,0.15,33350
11,2,22,0.1,22004
11,2,23,0.1,23360
11,3,0,0.12,26825
11,3,1,0.06,13525
11,3,2,0.04,9608
11,3,3,0.02,4101
11,3,4,0.01,2343
11,3,5,0.01,2048
11,3,6,0.03,6995
11,3,7,0.11,24953
11,3,8,0.19,42296
11,3,9,0.42,93953
11,3,10,0.36,80294
11,3,11,0.26,58828
11,3,12,0.17,39060
11,3,13,0.13,28489
11,3,14,0.08,16981
11,3,15,0.12,26956
11,3,16,0.04,9797
11,3,17,0.09,21151
11,3,18,0.17,38245
11,3,19,0.19,41662
11,3,20,0.24,53315
11,3,21,0.16,36013
11,3,22,0.12,25979
11,3,23,0.12,26688
11,4,0,0.09,20516
11,4,1,0.07,15849
11,4,2,0.06,12726
11,4,3,0.03,6135
11,4,4,0.01,2726
11,4,5,0.0,790
11,4,6,0.05,10138
11,4,7,0.16,36116
11,4,8,0.24,53992
11,4,9,0.37,83617
11,4,10,0.31,69126
11,4,11,0.24,53180
11,4,12,0.2,44734
11,4,13,0.15,33225
11,4,14,0.1,22298
11,4,15,0.06,14531
11,4,16,0.05,11342
11,4,17,0.09,19566
11,4,18,0.12,27847
11,4,19,0.23,52179
11,4,20,0.21,46978
11,4,21,0.16,36534
11,4,22,0.11,23960
11,4,23,0.14,30826
11,5,0,0.09,20350
11,5,1,0.07,16576
11,5,2,0.05,12228
11,5,3,0.01,3272
11,5,4,0.02,4073
11,5,5,0.01,1566
11,5,6,0.04,9936
11,5,7,0.14,32446
11,5,8,0.18,40756
11,5,9,0.37,82980
11,5,10,0.26,58811
11,5,11,0.21,46151
11,5,12,0.13,29279
11,5,13,0.19,42826
11,5,14,0.1,21918
11,5,15,0.09,21314
11,5,16,0.03,6425
11,5,17,0.1,23493
11,5,18,0.17,38190
11,5,19,0.22,49556
11,5,20,0.18,39929
11,5,21,0.15,33260
11,5,22,0.13,28522
11,5,23,0.08,16908
11,6,0,0.16,36147
11,6,1,0.06,14007
11,6,2,0.05,12034
11,6,3,0.03,5672
11,6,4,0.01,2700
11,6,5,0.01,1508
11,6,6,0.03,6499
11,6,7,0.14,30412
11,6,8,0.12,26678
11,6,9,0.37,82358
11,6,10,0.25,55535
11,6,11,0.15,34216
11,6,12,0.17,38119
11,6,13,0.08,18467
11,6,14,0.11,24429
11,6,15,0.05,11688
11,6,16,0.06,13489
11,6,17,0.06,13949
11,6,18,0.12,26827
11,6,19,0.23,51933
11,6,20,0.15,34155
11,6,21,0.13,29798
11,6,22,0.05,11276
11,6,23,0.16,35005
11,7,0,0.19,43577
11,7,1,0.14,30805
11,7,2,0.05,12370
11,7,3,0.03,7239
11,7,4,0.01,1678
11,7,5,0.01,2080
11,7,6,0.05,10831
11,7,7,0.09,21262
11,7,8,0.28,63340
11,7,9,0.3,67950
11,7,10,0.24,53547
11,7,11,0.24,54126
11,7,12,0.12,26638
11,7,13,0.17,37958
11,7,14,0.08,17803
11,7,15,0.06,13379
11,7,16,0.04,9344
11,7,17,0.1,21586
11,7,18,0.11,25574
11,7,19,0.14,32074
11,7,20,0.16,35921
11,7,21,0.13,29994
11,7,22,0.06,12785
11,7,23,0.1,21530
11,8,0,0.21,46195
11,8,1,0.06,14239
11,8,2,0.05,11118
11,8,3,0.02,5492
11,8,4,0.01,2705
11,8,5,0.01,1747
11,8,6,0.05,11221
11,8,7,0.1,22339
11,8,8,0.15,33423
11,8,9,0.43,95687
11,8,10,0.26,59031
11,8,11,0.31,69305
11,8,12,0.07,15914
11,8,13,0.14,31713
11,8,14,0.16,35791
11,8,15,0.07,16539
11,8,16,0.05,11413
11,8,17,0.09,19482
11,8,18,0.12,26012
11,8,19,0.2,44603
11,8,20,0.17,38755
11,8,21,0.11,25493
11,8,22,0.11,23715
11,8,23,0.15,33721
11,9,0,0.14,32130
11,9,1,0.1,21809
11,9,2,0.05,11295
11,9,3,0.02,4877
11,9,4,0.01,2568
11,9,5,0.01,1512
11,9,6,0.03,6669
11,9,7,0.09,21164
11,9,8,0.19,42135
11,9,9,0.49,111109
11,9,10,0.08,18537
11,9,11,0.21,46205
11,9,12,0.23,51937
11,9,13,0.14,31157
11,9,14,0.13,28745
11,9,15,0.08,18594
11,9,16,0.04,10077
11,9,17,0.04,7974
11,9,18,0.14,31789
11,9,19,0.17,38997
11,9,20,0.15,33861
11,9,21,0.12,26464
11,9,22,0.12,26055
11,9,23,0.22,48414
11,10,0,0.14,31878
11,10,1,0.07,16034
11,10,2,0.04,8535
11,10,3,0.03,6756
11,10,4,0.02,4371
11,10,5,0.01,1418
11,10,6,0.02,3676
11,10,7,0.13,28241
11,10,8,0.27,60295
11,10,9,0.19,43797
11,10,10,0.28,63140
11,10,11,0.24,53835
11,10,12,0.16,35620
11,10,13,0.11,24259
11,10,14,0.13,30332
11,10,15,0.07,16312
11,10,16,0.03,7604
11,10,17,0.04,8846
11,10,18,0.18,39767
11,10,19,0.25,55836
11,10,20,0.19,43261
11,10,21,0.12,26908
11,10,22,0.07,15742
11,10,23,0.1,22104
11,11,0,0.12,26975
11,11,1,0.04,8526
11,11,2,0.04,9869
11,11,3,0.02,5577
11,11,4,0.02,3485
11,11,5,0.01,1497
